s_sat,T_sat
199.78846142364662,432.75369712005335
202.01665711456153,433.1673421450614
204.23025266388007,433.5782783030295
206.42947674482,433.9865464697345
208.61455260980992,434.39218656024286
210.78569826418195,434.79523755938794
212.9431266329115,435.19573755103613
215.08704572073435,435.5937237461977
217.2176587659564,435.9892325100374
219.33516438825612,436.38229938783724
221.43975673075445,436.77295912995805
223.53162628488147,437.1612458421936
225.61096092910816,437.5471931827149
227.6779349939167,437.93083232326654
229.73273035329976,438.31219586793037
231.77552069817324,438.6913149316908
233.8064759918981,439.0682199663544
235.82576257847947,439.44294077958904
237.83354328689626,439.8155065532874
239.82997753169101,440.1859458612766
241.8152214100074,440.55428668640695
243.78942779520614,440.920556437042
245.75274642719597,441.2847819629745
247.70532399963275,441.64698957079275
249.64730424408987,442.0072050387189
251.5788280113528,442.3654536309412
253.50003334992581,442.72176011145973
255.41105558188227,443.0761487574653
257.3120273761638,443.42864337227195
259.20307881941307,443.77926729781655
261.08433748446896,444.1280434267487
262.95592849657993,444.47499421411965
264.8179745974607,444.82014168869375
266.6705962072533,445.1635074638909
268.51391148447755,445.5051127483766
270.3480363840588,445.8449783563145
272.1730847134986,446.1831247172919
273.9891681872619,446.5195718859324
275.79639647944066,446.8543395512057
277.59487727478046,447.18744704544906
279.3847163181028,447.5189133531068
281.166017462208,447.8487571192028
282.9388827143038,448.17699665755333
284.70341228100585,448.50364995872854
286.45970461198374,448.8287346977754
288.2078564422875,449.1522682417086
289.9479628333938,449.4742676567755
291.68011721304896,449.7947497155097
293.40441141391653,450.11373090357296
295.12093571109403,450.4312274263991
296.82977885852705,450.7472552156424
298.531028124378,451.06182993544195
300.2247693253578,451.37496698850345
301.9110868600818,451.68668152200814
303.5900637414714,451.9969884333542
305.26178162823606,452.30590237573455
306.92632085547,452.61343776355966
308.5837604643842,452.9196087777267
310.2341782312259,453.2244293707455
311.8776506953793,453.5279132717198
313.5142531867023,453.8300739911934
315.1440598521204,454.1309248258646
316.76714368148174,454.43047886317095
318.3835765327301,454.7287489857522
319.993429156389,455.025747875792
321.59677121939797,455.3214880192446
323.1936713283101,455.61598170994887
324.78419705188355,455.9092410536346
326.3684149430761,456.20127797182295
327.9463905604614,456.492104205625
329.51818848909676,456.7817313194423
331.0838723608441,457.0701707045712
332.64350270264356,457.35743318279185
334.19714592764825,457.6435306621775
335.74486043072625,457.9284735759781
337.2867062287423,458.2122726581807
338.82274247889166,458.4949384862489
340.35302749620524,458.77648148422674
341.87761877060484,459.05691192576444
343.3965729835383,459.3362399370671
344.9099460241904,459.61447549977015
346.41779300530646,459.89162845374415
347.92016827861835,460.16770849982964
349.41712544990094,460.44272520250576
350.9087173936543,460.71668799249284
352.39499626744725,460.9896061692936
353.87601352590224,461.2614889036711
355.3518199343599,461.5323452400696
356.8224655822139,461.8021840989761
358.28799989593716,462.07101427922714
359.74847165179943,462.3388444602604
361.20392898829493,462.60568320431446
362.65441941828175,462.87153895857693
364.09998984084046,463.1364200572827
365.54068655286727,463.4003347237641
366.9765552603995,463.6632910724541
368.4076410896932,463.9252971108439
369.83398859804237,464.18636074139516
371.2556417843713,464.4464897634111
372.67264409957704,464.70569187486296
374.0850384566594,464.96397467417853
375.49286724061835,465.2213456619879
376.896172318143,465.47781224283335
378.2949950470877,465.73338172683935
379.68937680213054,465.9880614228624
381.0793569511954,466.24185827979915
382.46497586538595,466.49477942017097
383.84627295798634,466.7468317924207
385.2232871778849,466.9980222583974
386.596057017897,467.24835759481886
387.96462052293765,467.49784449470815
389.3290152980017,467.74648956879383
390.6892785160033,467.99429934688555
392.04544692544346,468.2412802792181
393.39755685792613,468.4874387377682
394.7456442355163,468.7327810175427
396.08974457796563,468.97731333784225
397.42989300977814,469.2210418434962
398.7661242671473,469.46397260607426
400.0984727047515,469.7061116250716
401.4269723024191,469.94746482907124
402.7516566716654,470.18803807688175
404.07255906210264,470.42783715865244
405.3897123677261,470.66686779696636
406.703149133083,470.90513564791036
408.0129015593233,471.14264630212466
409.31900151013923,471.3794052858313
410.62148051759266,471.6154180618423
411.9203697878348,471.85069003054764
413.21570020672027,472.08522653088374
414.5075023453242,472.31903284128396
415.7958064653515,472.55211418060935
417.08064252445484,472.7844757090619
418.3620401814556,473.01612252908006
419.6400288014748,473.2470596862176
420.9146374609683,473.4772921700039
422.1858949526836,473.70682491479033
423.4538297905242,473.93566280057814
424.7184702143319,474.16381065383257
