s_sat,T_sat,p_sat,h_sat,d_sat
-51.0668546305538,435.32895317347027,1971233.867735471,21799.97182668225,406.1311468379121
-49.402046463996555,435.52979595171917,1977845.3907815632,22541.143256832424,405.5095182119857
-47.739771218156065,435.730137889923,1984456.9138276554,23281.570235453797,404.8875212883688
-46.0800005783466,435.92998188331774,1991068.4368737477,24021.263349390025,404.2651465162443
-44.42270633030747,436.12933080067154,1997679.9599198399,24760.233168103514,403.6423842926773
-42.767860356107505,436.32818748462614,2004291.482965932,25498.490245236415,403.0192249608985
-41.11543463058946,436.5265547519739,2010903.0060120241,26236.045119941547,402.39565880879354
-39.46540121664812,436.7244353940582,2017514.5290581163,26972.908318728754,401.7716760668643
-37.8177322618408,436.9218321770226,2024126.0521042086,27709.090356736167,401.14726690673757
-36.17239999419549,437.118747842143,2030737.5751503007,28444.601739357517,400.522421439303
-34.52937671824295,437.31518510613006,2037349.0981963929,29179.45296377879,399.8971297129203
-32.8886348110283,437.51114666142865,2043960.621242485,29913.654520527674,399.27138171158936
-31.250146718107445,437.70663517651315,2050572.1442885774,30647.21689503891,398.645167353086
-29.6138849495475,437.9016532961781,2057183.6673346695,31380.150569220074,398.0184764870791
-27.97982207589986,438.0962036418248,2063795.1903807616,32112.466023038916,397.3912988931972
-26.3479307241764,438.29028881174247,2070406.7134268538,32844.17373611248,396.7636242790754
-24.71818357380772,438.4839113813863,2077018.2364729461,33575.28418931145,396.1354422783683
-23.09055335257425,438.677073903651,2083629.7595190383,34305.807866381896,395.5067424487139
-21.46501283254745,438.8697789091386,2090241.2825651304,35035.75525556782,394.87751426968083
-19.841534825968605,439.0620289064261,2096852.8056112225,35765.13685126791,394.2477471406555
-18.22009218115212,439.2538263823243,2103464.3286573146,36493.96315568624,393.6174303787093
-16.600657778338014,439.44517380213586,2110075.851703407,37222.24468051182,392.986553216417
-14.983204525510152,439.63607360991,2116687.3747494994,37949.99194861838,392.3551047996244
-13.367705354220533,439.82652822869017,2123298.8977955915,38677.21549576767,391.7230741851913
-11.754133215346087,440.0165400607623,2129910.4208416836,39403.92587234701,391.09045033867346
-10.14246107269918,440.2061114881206,2136521.9438877758,40130.133646059454,390.45722213097605
-8.532661908204084,440.3952448717111,2143133.466933868,40855.84939952606,389.8233783403216
-6.924708701966283,440.58394255330865,2149744.98997996,41581.08373894655,389.18890764259646
-5.318574439178895,440.7722068545614,2156356.513026052,42305.84729095322,388.55379861403975
-3.714232103159131,440.96004007748894,2162968.0360721443,43030.150705574655,387.9180397275104
-2.1116546701716428,441.1474445047838,2169579.5591182364,43754.00465841891,387.2816193495385
